Date,Away Team,Home Team,Away Final,Home Final,Away Record After,Home Record After,Away Rank Prior,Home Rank Prior
"Week 5, 2016",florida,vanderbilt,7.0,-7.0,(4-1),(2-3),23,Unranked
"Week 5, 2016",ucf,east carolina,18.0,-18.0,(3-2),(2-3),Unranked,Unranked
"Week 5, 2016",northwestern,iowa,7.0,-7.0,(2-3),(3-2),Unranked,Unranked
"Week 5, 2016",georgia state,app,-14.0,14.0,(0-4),(3-2),Unranked,Unranked
"Week 5, 2016",fcs_team,arkansas,-42.0,42.0,(1-3),(4-1),Unranked,20
"Week 5, 2016",miami (fla.),georgia tech,14.0,-14.0,(4-0),(3-2),14,Unranked
"Week 5, 2016",rutgers,ohio state,-58.0,58.0,(2-3),(4-0),Unranked,2
"Week 5, 2016",notre dame,syracuse,17.0,-17.0,(2-3),(2-3),Unranked,Unranked
"Week 5, 2016",smu,temple,-25.0,25.0,(2-3),(3-2),Unranked,Unranked
"Week 5, 2016",virginia,duke,14.0,-14.0,(2-3),(2-3),Unranked,Unranked
"Week 5, 2016",buffalo,boston college,-32.0,32.0,(1-3),(3-2),Unranked,Unranked
"Week 5, 2016",ohio,miami (ohio),10.0,-10.0,(3-2),(0-5),Unranked,Unranked
"Week 5, 2016",oregon state,colorado,-41.0,41.0,(1-3),(4-1),Unranked,Unranked
"Week 5, 2016",eastern michigan,bowling green,3.0,-3.0,(4-1),(1-4),Unranked,Unranked
"Week 5, 2016",ul monroe,auburn,-51.0,51.0,(1-3),(3-2),Unranked,Unranked
"Week 5, 2016",kansas state,west virginia,-1.0,1.0,(2-2),(4-0),Unranked,Unranked
"Week 5, 2016",illinois,nebraska,-15.0,15.0,(1-3),(5-0),Unranked,15
"Week 5, 2016",navy,air force,-14.0,14.0,(3-1),(4-0),Unranked,Unranked
"Week 5, 2016",minnesota,penn state,-3.0,3.0,(3-1),(3-2),Unranked,Unranked
"Week 5, 2016",niu,ball state,7.0,-7.0,(1-4),(3-2),Unranked,Unranked
"Week 5, 2016",akron,kent state,4.0,-4.0,(3-2),(1-4),Unranked,Unranked
"Week 5, 2016",tennessee,georgia,3.0,-3.0,(5-0),(3-2),11,25
"Week 5, 2016",north carolina,florida state,2.0,-2.0,(4-1),(3-2),Unranked,12
"Week 5, 2016",purdue,maryland,-43.0,43.0,(2-2),(4-0),Unranked,Unranked
"Week 5, 2016",tulane,massachusetts,7.0,-7.0,(3-2),(1-4),Unranked,Unranked
"Week 5, 2016",wisconsin,michigan,-7.0,7.0,(4-1),(5-0),8,4
"Week 5, 2016",wake forest,nc state,-17.0,17.0,(4-1),(3-1),Unranked,Unranked
"Week 5, 2016",san jose state,new mexico,-7.0,7.0,(1-4),(2-2),Unranked,Unranked
"Week 5, 2016",texas a&m,south carolina,11.0,-11.0,(5-0),(2-3),9,Unranked
"Week 5, 2016",troy,idaho,21.0,-21.0,(4-1),(2-3),Unranked,Unranked
"Week 5, 2016",oklahoma,tcu,6.0,-6.0,(2-2),(3-2),Unranked,21
"Week 5, 2016",utah,california,-5.0,5.0,(4-1),(3-2),18,Unranked
"Week 5, 2016",old dominion,charlotte,35.0,-35.0,(3-2),(1-4),Unranked,Unranked
"Week 5, 2016",memphis,ole miss,-20.0,20.0,(3-1),(3-2),Unranked,16
"Week 5, 2016",rice,southern miss,-16.0,16.0,(0-5),(4-1),Unranked,Unranked
"Week 5, 2016",fcs_team,western kentucky,-47.0,47.0,(2-3),(3-2),Unranked,Unranked
"Week 5, 2016",western michigan,central michigan,39.0,-39.0,(5-0),(3-2),Unranked,Unranked
"Week 5, 2016",middle tennessee state,north texas,17.0,-17.0,(4-1),(2-3),Unranked,Unranked
"Week 5, 2016",utep,louisiana tech,-21.0,21.0,(1-4),(2-3),Unranked,Unranked
"Week 5, 2016",south florida,cincinnati,25.0,-25.0,(4-1),(3-2),Unranked,Unranked
"Week 5, 2016",fau,fiu,-2.0,2.0,(1-4),(1-4),Unranked,Unranked
"Week 5, 2016",kentucky,alabama,-28.0,28.0,(2-3),(5-0),Unranked,1
"Week 5, 2016",fcs_team,texas state,-31.0,31.0,(1-4),(2-2),Unranked,Unranked
"Week 5, 2016",marshall,pittsburgh,-16.0,16.0,(1-3),(3-2),Unranked,Unranked
"Week 5, 2016",missouri,lsu,-35.0,35.0,(2-3),(3-2),Unranked,Unranked
"Week 5, 2016",san diego state,south alabama,-18.0,18.0,(3-1),(3-2),19,Unranked
"Week 5, 2016",ul lafayette,new mexico state,0.0,0.0,(2-3),(2-3),Unranked,Unranked
"Week 5, 2016",michigan state,indiana,-3.0,3.0,(2-2),(3-1),17,Unranked
"Week 5, 2016",louisville,clemson,-6.0,6.0,(4-1),(5-0),3,5
"Week 5, 2016",arizona state,usc,-21.0,21.0,(4-1),(2-3),Unranked,Unranked
"Week 5, 2016",oregon,washington state,-18.0,18.0,(2-3),(2-2),Unranked,Unranked
"Week 5, 2016",wyoming,colorado state,21.0,-21.0,(3-2),(2-3),Unranked,Unranked
"Week 5, 2016",utah state,boise state,-11.0,11.0,(2-3),(4-0),Unranked,24
"Week 5, 2016",fresno state,unlv,-25.0,25.0,(1-4),(2-3),Unranked,Unranked
"Week 5, 2016",arizona,ucla,-21.0,21.0,(2-3),(3-2),Unranked,Unranked
"Week 5, 2016",stanford,washington,-38.0,38.0,(3-1),(5-0),7,10
"Week 5, 2016",toledo,brigham young,-2.0,2.0,(3-1),(2-3),Unranked,Unranked
"Week 5, 2016",connecticut,houston,-28.0,28.0,(2-3),(5-0),Unranked,6
"Week 5, 2016",kansas,texas tech,-36.0,36.0,(1-3),(3-1),Unranked,Unranked
